account,amount
0xca07EaA4253638D286caD71CBcEec11803F2709A,50744047619047600000000000
0x0da0c3e52c977ed3cbc641ff02dd271c3ed55afe,50000000000000000000000000
0x91feD883c7f98453536B4Bd2eA0ECC15B832a3f9,2000000000000000000000000
0x873e67A4835c531287aa944F032f0B3b47B6e62a,2000000000000000000000000
0xcD3890b1eb163eF218adcFF0bEa56C5cc174b225,1333333333333330000000000
