Account,Airdrop,GnoOption,UserOption,Investor,Team,Advisor
0x8da35b920fe236a757a0fad93d3a3ab8ea0a24cc,42961470178155788408511,15096992863278147842175,27649769585253456221198,0,0,0
0x8540f80fab2afcae8d8fd6b1557b1cf943a0999b,42686430418486833761615,14179984399583514447118,27649769585253456221198,0,0,0
0x1c1cc870115fdf86288cf38556c4da441699a0e2,42498944543825141768850,26576386078180775730944,18433179723502304147465,0,0,0
0x46f6b1d519a5bdaf10d49e135c9f611c9bd126e9,41729938678456244987766,41729938678456244987766,0,0,0,0
0xe615f2e4ecb9cd2689f3d08772f6adbfe9ec8ac1,41344365324564325914254,41344365324564325914254,0,0,0,0
0xcd1979aff68edea19c7a8aadbe56d9fd1f3fbeb6,40111903536845078408892,12247426221967437842556,27649769585253456221198,0,0,0
0x743cf4edd1ccb68c99070b5c6659ffccbfc7c129,39591705226731100970091,39591705226731100970091,0,0,0,0
0x3a11f4c84688a1264690d696d8d807a25ee02dd2,39227253007079634268391,39227253007079634268391,0,0,0,0
0xed9c851aadf96d4ff2fab2433bc4aa111babc15e,38794303991119011517558,38794303991119011517558,0,0,0,0
0x5f1e1d96a59781ba6ef90b6724df11ae53c29bef,38498413388294094504355,38498413388294094504355,0,0,0,0
0xf7a35c03501ebfca006b0072d7e153fa505008a2,37885732232187603065975,37885732232187603065975,0,0,0,0
0xbcafdd642118e5536024675e776d32413728dd08,37012531347243562727629,0,27649769585253456221198,0,0,0
0x0ddc793680ff4f5793849c8c6992be1695cbe72a,36949858633266059137362,36949858633266059137362,0,0,0,0
0xb81a0e6c38c3fec8a171cfe9631f60127a0c5bfd,36706805178607867534528,20784246712963501496622,18433179723502304147465,0,0,0
0xd43990f7ab8edca4689c177e9d40c5d763999988,36215282811206427910409,36215282811206427910409,0,0,0,0
0x4fde2196d2d4fcb7a23cf333be20849ce498db2c,35930582743450218420968,35930582743450218420968,0,0,0,0
0x44e24b004bcf1124fbf2719a650dd8f2a3341d2c,35464383429037792500213,35464383429037792500213,0,0,0,0
0xe4d9ef3f930d1b172b2d3c631e4b7f5c15fe8e53,34781887892678410326141,34781887892678410326141,0,0,0,0
0x12d3d411d010891a88bff2401bd73fa41fb1316e,34470602625152530573720,6606125310274890007384,27649769585253456221198,0,0,0
0x187318f330e9e6e8a560b44a62577b5ff0e6bc1e,34225737574548940862005,25622489637701079094891,11520737327188940092165,0,0,0
0x86b0e61da44411442fe4c782f8557e0a6f560973,34123048259021536050458,34123048259021536050458,0,0,0,0
0x5db8e9605de5cd567293518fca840536a5ac3a91,34095746931231310711004,6231269616353670144668,27649769585253456221198,0,0,0
0x1d2bcdfb26319d1f5919aa66b105ae972946b9fe,33734589310656813427298,33734589310656813427298,0,0,0,0
0xd1a229aafb92bb065d495be603d76ee51c4200a0,33661647866000557678601,33561840826277355868767,0,0,0,0
0x773d161310d07cafc6f767ca24f43e52163b9be6,33059660372485227205019,5195183057607586638683,27649769585253456221198,0,0,0
0xb4522eb2ca49963de9c3dc69023cbe6d53489c98,32583574508537489032742,305562353483307072800,27649769585253456221198,0,0,0
0x8a532d4bfaf828e45cca14fe8b1f4976b105fa6f,32402001957464207528035,32402001957464207528035,0,0,0,0
0x8f291a5ce15e31e295fe8667236d734252a60ec3,32380658523458104970694,32380658523458104970694,0,0,0,0
0x5ff85ecf773ea3885cb4b691068ab6d7bf8bda9a,32370602648801462064783,32370602648801462064783,0,0,0,0
0xd08933750bffb86861d1d76e559382658ef4d762,32339021573046533809110,32339021573046533809110,0,0,0,0
0xae653682dee958914a82c9628de794dcbbee3d04,32119193652113647148721,3612747633210327834224,27649769585253456221198,0,0,0
0xbbe6495f5de6805c3e28bd66b26ad2076c006dc8,32065717023030604480781,4201239708152963914445,27649769585253456221198,0,0,0
0x7c363e4650ca88e4676f1ce2ac6f2dd50c102198,31946118809819545547565,4081641494941904981229,27649769585253456221198,0,0,0
0x0090a9de17938f949203dbc00221ae1086de78d8,31741086538753225475121,31741086538753225475121,0,0,0,0
0xa01d3d567bf666b292ca02f25e6fb37a6a55008e,31583570659912895005157,31583570659912895005157,0,0,0,0
0x1f677edd538bf444c9fdb99931cc6f9a7a53f7bc,31581075754928255672959,31581075754928255672959,0,0,0,0
0x753fa0b27abd046b2a4dc77515294d241a1a90fe,31545894436537265596139,31545894436537265596139,0,0,0,0
0x8f688a91695f7d2a1e93e57cedcbf5c5202f617b,31540501459517183545759,3034055440613864231262,27649769585253456221198,0,0,0
0x59b070fa414cb3e1952ac3d622fddfad804cc069,31493255099468951179584,31493255099468951179584,0,0,0,0
0x1d1c6be4ea347d1a684a0df351fedd8ad6771ac0,31447486016820259312569,31447486016820259312569,0,0,0,0
0x2425f7f9e92e8b8709162f244146f4915aff3d2f,31315059099015663837701,0,27649769585253456221198,0,0,0
0xb0f4b88d29667607e88198a12e6b19700b08abf1,31234813011012453994181,0,27649769585253456221198,0,0,0
0x8c39b7cb82b9d791adcc9387098944b635c17b32,30786410343644032657772,2119472148734293656235,27649769585253456221198,0,0,0
0x92532bf9fef6fb291621b664598f7b0699897542,30757757109997276047565,30757757109997276047565,0,0,0,0
0x2e32935bfd5b2718f99bc8fdf8b37c16811f7d97,30699550611313459373250,2835073296435818806914,27649769585253456221198,0,0,0
0xf7b10d603907658f690da534e9b7dbc4dab3e2d6,30682607364956566111997,2818130050078925545661,27649769585253456221198,0,0,0
0x0013cefc104698bb40d574e2ae6c822d5d52cff3,30528014258202899466021,30528014258202899466021,0,0,0,0
0x98265d92b016df8758f361fb8d2f9a813c82494a,30352106042977145715459,0,27649769585253456221198,0,0,0
0x4ffad6ac852c0af0aa301376f4c5dea3a928b120,30252050028662851867432,1585111833753112865895,27649769585253456221198,0,0,0
0x24405d6859919937ed9a680b697f5e4d73ea8e66,30216665694165255245236,30216665694165255245236,0,0,0,0
0xeabffea3a1fb27d17a7961a65517dec30b93ec99,30101818166567416177238,30101818166567416177238,0,0,0,0
0x5fb6e7e6cd299449a02fe47cccd5cb70ff9dc632,30038267080701743275139,2173789765824102708803,27649769585253456221198,0,0,0
0x84ab6aeda45c85b910c363a454c5c0e93d8691a2,30038049465306275326244,2173572150428634759908,27649769585253456221198,0,0,0
0xbdfa4f4492dd7b7cf211209c4791af8d52bf5c50,29964587271504614640332,2100109956626974073996,27649769585253456221198,0,0,0
0x981d8dfc96f8f36d2609eb0b6ee900241c1de590,29887182438171167076077,29887182438171167076077,0,0,0,0
0xfdbbfb0fe2986672af97eca0e797d76a0bbf35c9,29767135972491286751348,1100197777581547749811,27649769585253456221198,0,0,0
0xa5e8eb3fe57369bcda21c376b18d07a236d54ffd,29762452568827544318305,1897975253949903751969,27649769585253456221198,0,0,0
0x08d52bdd8acbf9b45ade3d3fe4758389262cdd25,29625380355768317095575,29304396003755477721495,0,0,0,0
0x2f45724d7e384b38d5c97206e78470544304887f,29479289295679362889394,972843276776043574897,27649769585253456221198,0,0,0
0x7d2ab9ca511ebd6f03971fb417d3492aa82513f0,29469399074941837436738,0,27649769585253456221198,0,0,0
0x05e09d942505764bca4475abf8efdbc21d1c535b,29443531102624053349983,1579053787746412783647,27649769585253456221198,0,0,0
0x275f205c19ea1329ecf701506b449f14793575e1,29138279545284555096656,29138279545284555096656,0,0,0,0
0x5f3becdb2a0257d6bf6d52f851efc84547ef2ac8,29007607406474167254505,1143130091596526688169,27649769585253456221198,0,0,0
0x30e90ccbb23704a7d893fbc20cdfec712a6b2a41,28935168864202148365718,268230669292409364181,27649769585253456221198,0,0,0
0x0692ee6b5c88870da8105afeaa834a20091a29ff,28861751603080151680917,194813408170412679380,27649769585253456221198,0,0,0
0xc93678ec2b974a7ae280341cefeb85984a29fff7,28827430370916158688577,0,27649769585253456221198,0,0,0
0xc34efe5150dc9cbd89ce3be1fbd2fb12ffc7af39,28822256776452601871226,315810757549282556729,27649769585253456221198,0,0,0
0xc29d294b9c254d20ba7e20923f31a8fe91d4faeb,28747184282912948845057,0,27649769585253456221198,0,0,0
0xeb4e17f4b6a9490ee3579c0f1edf144868f2753c,28739067562071730791209,72129367161991789672,27649769585253456221198,0,0,0
0xf85385347f56819c316939434d427d0c9537eddc,28708896490683346983327,202450471780027668830,27649769585253456221198,0,0,0
0xb1ec171401c914b437d331994b328ac01d904671,28703494480819115958694,36556285909376957157,27649769585253456221198,0,0,0
0x527abbd3b14eaec4a5539b9186d18e71d0f6d816,28698948512836659888589,32010317926920887052,27649769585253456221198,0,0,0
0xbf3c106331cca10e7a31ea421543eaa3a74ebad7,28698519616351921772080,31581421442182770543,27649769585253456221198,0,0,0
0xe519f4cd2803ba53a40e6377e82406e548418660,28670102618700382812755,3164423790643811218,27649769585253456221198,0,0,0
0x08fdf0107a7d7e77b0f5e5a664ac49a93257c851,28666938194909739001537,0,27649769585253456221198,0,0,0
0x0960da039bb8151cacfef620476e8baf34bd9565,28666938194909739001537,0,27649769585253456221198,0,0,0
0x0e457324f0c6125b20392341cdeb7bf9bcb02322,28666938194909739001537,0,27649769585253456221198,0,0,0
0x13b3a50f3947476eda74fe191344524e2d2d28e5,28666938194909739001537,0,27649769585253456221198,0,0,0
0x1617ad25e010d693404cac8ff81f8180f5ae3c83,28666938194909739001537,0,27649769585253456221198,0,0,0
0x280bf69d522bbcfb3aeb138c59d85a16e449057c,28666938194909739001537,0,27649769585253456221198,0,0,0
0x2d95c2f99df13b6d30f01841bd7278976759f44b,28666938194909739001537,0,27649769585253456221198,0,0,0
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,28666938194909739001537,0,27649769585253456221198,0,0,0
0x3df71df678720133f30cfefd7430f60beabd7e64,28666938194909739001537,0,27649769585253456221198,0,0,0
0x4be670ee941d277bdb16281ce5b0136e9a8743c5,28666938194909739001537,0,27649769585253456221198,0,0,0
0x4d1dcf15acbc0b69aed7b0d87bda5cbc66c48184,28666938194909739001537,0,27649769585253456221198,0,0,0
0x4d928359e8556197f161f4927a928dfde9c3d1a8,28666938194909739001537,0,27649769585253456221198,0,0,0
0x537037c5ae805b9d4cecab5ee07f12a8e59a15b2,28666938194909739001537,0,27649769585253456221198,0,0,0
0x6b3c77026d2002eeede5243768059197a3dcdaf9,28666938194909739001537,0,27649769585253456221198,0,0,0
0x6c833b726cd5a6f6f6b3321cc8f444b625199fe2,28666938194909739001537,0,27649769585253456221198,0,0,0
0x802a26952a2095a5986674937c9c43f37807b380,28666938194909739001537,0,27649769585253456221198,0,0,0
0x87e6888935180a9b27a9b48b75c9b779bfec1f76,28666938194909739001537,0,27649769585253456221198,0,0,0
0x933258bddd49beeca77f6d1889633c5429af45ea,28666938194909739001537,0,27649769585253456221198,0,0,0
0x9e51bb6841fe9d6fbc7bcc9bafb67d65767ceb32,28666938194909739001537,0,27649769585253456221198,0,0,0
0xa3d05108450caa759535ea9ba1483844a2418ad3,28666938194909739001537,0,27649769585253456221198,0,0,0
0xab45160c38e9781347fad728b7331e2601812198,28666938194909739001537,0,27649769585253456221198,0,0,0
0xb1776c152080228214c2e84e39a93311ff3c03c1,28666938194909739001537,0,27649769585253456221198,0,0,0
0xde208627b38b9795284efcc14d8b8c313462876a,28666938194909739001537,0,27649769585253456221198,0,0,0
0xde699bedf464a7ae064fd2be99f9f2c1d1a17c89,28666938194909739001537,0,27649769585253456221198,0,0,0
0xdeeb758e147ea422e6bad89bcfafabfac0527949,28666938194909739001537,0,27649769585253456221198,0,0,0
0xe3c09691dacb8086288daa66104e3b4682d76bb5,28666938194909739001537,0,27649769585253456221198,0,0,0
0xe61ed4d6722396334ab7589760f0bff5656142eb,28666938194909739001537,0,27649769585253456221198,0,0,0
0xe965484ba4250c446779d4703f1598dc2ea00d12,28666938194909739001537,0,27649769585253456221198,0,0,0
0xef42253884aac0a5df6efdc5fd04ac3cb1f485fd,28666938194909739001537,0,27649769585253456221198,0,0,0
0xf3ae3bbdeb2fb7f9c32fbb1f4fbdaf1150a1c5ce,28666938194909739001537,0,27649769585253456221198,0,0,0
0xf73374c8d5691e2a8733bd997ec28282bfd8bfd4,28666938194909739001537,0,27649769585253456221198,0,0,0
0xf8e95aa8434b7f16113f3d5119a4464ddd2e8d81,28666938194909739001537,0,27649769585253456221198,0,0,0
0xf93357310634869fc4ad6cf1f8bc074b47bf32b4,28666938194909739001537,0,27649769585253456221198,0,0,0
0xff357c416ce671c1e64d3d560f2221b1110b1afc,28666938194909739001537,0,27649769585253456221198,0,0,0
0x41954b53cfb5e4292223720cb3577d3ed885d4f7,28622423132995918702487,757945818118278136151,27649769585253456221198,0,0,0
0xcc71b8a0b9ea458ae7e17fa232a36816f6b27195,28588686980164213837145,724209665286573270809,27649769585253456221198,0,0,0
0x41bc7d0687e6cea57fa26da78379dfdc5627c56d,28586692106906529158017,0,27649769585253456221198,0,0,0
0xbdeaf7d15c6d7a7a528f1870afcd3c57b101abf5,28570110367319454730700,63664348416135416203,27649769585253456221198,0,0,0
0xc9d486048a9b82172f6f2a2ce6d9024c9d1097dc,28569608170413175825842,63162151509856511345,27649769585253456221198,0,0,0
0x52e7bde89fcbd1e1c656db1c08dde45d82447e25,28565399209401953017857,700921894524312451521,27649769585253456221198,0,0,0
0x1e2ce0c1d8e9f7614dea6c3fa78e91d34247f380,28541519853745503079623,35073834842183765126,27649769585253456221198,0,0,0
0x66fb1cd65b97fa40457b90b7d1ca6b92cb64b32b,28530785247815860522317,24339228912541207820,27649769585253456221198,0,0,0
0x0417926c1504f17892cff3b0d0feeda89c711fce,28506446018903319314497,0,27649769585253456221198,0,0,0
0x0478faec5bb44c02c3be28181de4d565ab139bbc,28506446018903319314497,0,27649769585253456221198,0,0,0
0x056590f16d5b314a132bbcfb1283fec5d5c6e670,28506446018903319314497,0,27649769585253456221198,0,0,0
0x07c2af75788814ba7e5225b2f5c951ed161cb589,28506446018903319314497,0,27649769585253456221198,0,0,0
0x0991d02f28a5283338e9591cbf7de2eb25da46cd,28506446018903319314497,0,27649769585253456221198,0,0,0
0x0d41f544b18b779389081833791c24ae5075b888,28506446018903319314497,0,27649769585253456221198,0,0,0
0x13ea124c50b0932902a3301c15bdc0342c10a874,28506446018903319314497,0,27649769585253456221198,0,0,0
0x14ce500a86f1e3ace039571e657783e069643617,28506446018903319314497,0,27649769585253456221198,0,0,0
0x1c0b104a9eeff2f7001348a49fa28b8a0d23d637,28506446018903319314497,0,27649769585253456221198,0,0,0
0x1fafb618033fb07d3a99704a47451971976cb586,28506446018903319314497,0,27649769585253456221198,0,0,0
0x239eec9ec218f71cef5cc14d88b142ed4ff44110,28506446018903319314497,0,27649769585253456221198,0,0,0
0x23be060093db74f38b1a3daf57afdc1a23db0077,28506446018903319314497,0,27649769585253456221198,0,0,0
0x2518e88e27169fc33e529d00d998d5a2b15a9584,28506446018903319314497,0,27649769585253456221198,0,0,0
0x27003ba96fbf876018ca6117acf338f0212c811f,28506446018903319314497,0,27649769585253456221198,0,0,0
0x286e89d827fd7ae42f96e87b21afe898768caa1c,28506446018903319314497,0,27649769585253456221198,0,0,0
0x2dab8fae6302789b3d73d486db7c8352cdf48bce,28506446018903319314497,0,27649769585253456221198,0,0,0
0x2de640a18fe3480aa802aca91f70177ada103391,28506446018903319314497,0,27649769585253456221198,0,0,0
0x37e5df37885a6d0b43bee9ec2997b1e0037fb490,28506446018903319314497,0,27649769585253456221198,0,0,0
0x383f42b5de515c564641f65f5da3bd8b4a35b4b4,28506446018903319314497,0,27649769585253456221198,0,0,0
0x39b2bd7b6362f5282b98a3f5cf779e2b3457f82b,28506446018903319314497,0,27649769585253456221198,0,0,0
0x42869a8455671c419bdcd1905f4966e6d305f216,28506446018903319314497,0,27649769585253456221198,0,0,0
0x42d02f4cd48bdac116b7e3a4895f586777948fae,28506446018903319314497,0,27649769585253456221198,0,0,0
0x44c2968c98bfae5bd451f2cc524ef3e7103bdcc7,28506446018903319314497,0,27649769585253456221198,0,0,0
0x46a0b4fa58141aba23185e79f7047a7dfd0ff100,28506446018903319314497,0,27649769585253456221198,0,0,0
0x49093dd406abfa8413b97b11f6dfbdc57134ab58,28506446018903319314497,0,27649769585253456221198,0,0,0
